cell_id,sleep_rate,dataset,seed,test_accuracy,train_accuracy,val_accuracy,final_test_phi,sleep_window,num_steps,check_sleep_interval,sleep_decay_rate,elapsed_s,returncode
37,0.1,notmnist,44,0.7853107344632768,0.7972413793103448,0.7087912087912088,,350,100,3500,0.9999576013637494,181.614733,0
38,0.1,notmnist,45,0.7085714285714285,0.8310055865921788,0.6833333333333333,,350,100,3500,0.9999576013637494,403.265281,0
39,0.1,notmnist,46,0.6983240223463687,0.7334254143646409,0.6648351648351648,,350,100,3500,0.9999576013637494,207.986505,0
40,0.2,mnist,42,0.7714285714285715,0.8727524204702628,0.7679558011049724,,700,100,3500,0.9999788004571645,313.978742,0
41,0.2,mnist,43,0.7717391304347826,0.848314606741573,0.7303370786516854,,700,100,3500,0.9999788004571645,221.466308,0
42,0.2,mnist,44,0.8022598870056498,0.8670360110803325,0.8066298342541437,,700,100,3500,0.9999788004571645,316.526952,0
43,0.2,mnist,45,0.7717391304347826,0.8885832187070152,0.7802197802197802,,700,100,3500,0.9999788004571645,256.529119,0
44,0.2,mnist,46,0.7663043478260869,0.8035961272475796,0.712707182320442,,700,100,3500,0.9999788004571645,438.179792,0
45,0.2,fmnist,42,0.378698224852071,0.401673640167364,0.39444444444444443,,700,100,3500,0.9999788004571645,208.6639,0
46,0.2,fmnist,43,0.5085714285714286,0.4828060522696011,0.4340659340659341,,700,100,3500,0.9999788004571645,230.092238,0
47,0.2,fmnist,44,0.4,0.41517241379310343,0.4065934065934066,,700,100,3500,0.9999788004571645,227.304127,0
48,0.2,fmnist,45,0.43478260869565216,0.4666666666666667,0.44751381215469616,,700,100,3500,0.9999788004571645,288.120158,0
49,0.2,fmnist,46,0.33519553072625696,0.40607734806629836,0.3956043956043956,,700,100,3500,0.9999788004571645,240.898674,0
50,0.2,kmnist,42,0.5163043478260869,0.5724043715846995,0.5,,700,100,3500,0.9999788004571645,372.474388,0
51,0.2,kmnist,43,0.5625,0.6119610570236439,0.5611111111111111,,700,100,3500,0.9999788004571645,270.050883,0
52,0.2,kmnist,44,0.5494505494505495,0.5877437325905293,0.5333333333333333,,700,100,3500,0.9999788004571645,221.450823,0
53,0.2,kmnist,45,0.5376344086021505,0.5909732016925247,0.5280898876404494,,700,100,3500,0.9999788004571645,264.92072,0
54,0.2,kmnist,46,0.5136612021857924,0.5027932960893855,0.55,,700,100,3500,0.9999788004571645,258.928436,0
55,0.2,notmnist,42,0.09340659340659341,0.11813186813186813,0.08743169398907104,,700,100,3500,0.9999788004571645,219.640773,0
56,0.2,notmnist,43,0.125,0.12535211267605634,0.07865168539325842,,700,100,3500,0.9999788004571645,408.693163,0
57,0.2,notmnist,44,0.14124293785310735,0.14206896551724138,0.10989010989010989,,700,100,3500,0.9999788004571645,229.357007,0
58,0.2,notmnist,45,0.14285714285714285,0.14385474860335196,0.09444444444444444,,700,100,3500,0.9999788004571645,378.000041,0
59,0.2,notmnist,46,0.08379888268156424,0.11049723756906077,0.08791208791208792,,700,100,3500,0.9999788004571645,269.538256,0
60,0.3,mnist,42,0.2857142857142857,0.2959889349930844,0.2596685082872928,,1050,100,3500,0.9999858669215068,261.541456,0
61,0.3,mnist,43,0.3532608695652174,0.3960674157303371,0.3258426966292135,,1050,100,3500,0.9999858669215068,411.332121,0
62,0.3,mnist,44,0.1694915254237288,0.18282548476454294,0.143646408839779,,1050,100,3500,0.9999858669215068,547.485181,0
63,0.3,mnist,45,0.11956521739130435,0.16643741403026135,0.14835164835164835,,1050,100,3500,0.9999858669215068,343.500598,0
64,0.3,mnist,46,0.13043478260869565,0.15214384508990317,0.11049723756906077,,1050,100,3500,0.9999858669215068,271.06124,0
65,0.3,fmnist,42,0.5739644970414202,0.6764295676429568,0.5333333333333333,,1050,100,3500,0.9999858669215068,239.405038,0
66,0.3,fmnist,43,0.07428571428571429,0.11141678129298486,0.1043956043956044,,1050,100,3500,0.9999858669215068,252.928254,0
67,0.3,fmnist,44,0.17222222222222222,0.18620689655172415,0.12087912087912088,,1050,100,3500,0.9999858669215068,517.27661,0
68,0.3,fmnist,45,0.08152173913043478,0.11388888888888889,0.13812154696132597,,1050,100,3500,0.9999858669215068,282.353723,0
69,0.3,fmnist,46,0.10614525139664804,0.13259668508287292,0.12087912087912088,,1050,100,3500,0.9999858669215068,243.441352,0
70,0.3,kmnist,42,0.40217391304347827,0.3989071038251366,0.3532608695652174,,1050,100,3500,0.9999858669215068,235.59478,0
71,0.3,kmnist,43,0.2897727272727273,0.2906815020862309,0.2833333333333333,,1050,100,3500,0.9999858669215068,240.290824,0
72,0.3,kmnist,44,0.13186813186813187,0.13649025069637882,0.12777777777777777,,1050,100,3500,0.9999858669215068,278.044499,0
